Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Turkey,TUR,1995,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.923629999160767
Turkey,TUR,1994,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.922129988670349
Turkey,TUR,1993,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.91347998380661
Turkey,TUR,1992,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.909529983997345
Turkey,TUR,1991,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.908290028572083
Turkey,TUR,1990,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.908320009708405
Turkey,TUR,1989,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.906759977340698
Turkey,TUR,1988,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.907079994678497
Turkey,TUR,1987,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.903949975967407
Turkey,TUR,1986,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.903949975967407
Turkey,TUR,1985,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.895730018615723
Turkey,TUR,1984,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.881429970264435
Turkey,TUR,1982,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.857299983501434
Turkey,TUR,1981,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.837249994277954
Turkey,TUR,1979,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.830479979515076
Turkey,TUR,1978,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.827149987220764
Turkey,TUR,1977,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.818849980831146
Turkey,TUR,1976,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.811649978160858
Turkey,TUR,1975,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.802820026874542
Turkey,TUR,1974,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.787349998950958
Turkey,TUR,1973,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.77021998167038
Turkey,TUR,1972,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.749939978122711
Turkey,TUR,1971,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.728129982948303
Turkey,TUR,2018,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.979900002479553
Turkey,TUR,2017,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.964049994945526
Turkey,TUR,2016,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.981840014457703
Turkey,TUR,2015,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.980279982089996
Turkey,TUR,2014,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.980539977550507
Turkey,TUR,2013,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.976890027523041
Turkey,TUR,2012,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.964730024337769
Turkey,TUR,2011,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.94989001750946
Turkey,TUR,2010,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.947820007801056
Turkey,TUR,2009,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.944050014019012
Turkey,TUR,2008,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.926840007305145
Turkey,TUR,2007,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.907270014286041
Turkey,TUR,2006,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.897780001163483
Turkey,TUR,2005,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.889800012111664
Turkey,TUR,2004,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.853450000286102
Turkey,TUR,2003,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.822210013866425
Turkey,TUR,2002,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.819890022277832
Turkey,TUR,2001,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.818979978561401
Turkey,TUR,2000,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.818560004234314
Turkey,TUR,1999,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.797439992427826
Turkey,TUR,1997,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.804830014705658
Turkey,TUR,1995,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.796209990978241
Turkey,TUR,1994,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.802479982376099
Turkey,TUR,1993,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.791509985923767
Turkey,TUR,1992,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.789849996566772
Turkey,TUR,1991,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.785009980201721
Turkey,TUR,1990,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.782260000705719
Turkey,TUR,1989,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.77649998664856
Turkey,TUR,1988,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.777090013027191
Turkey,TUR,1987,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.77403998374939
Turkey,TUR,1986,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.775020003318787
Turkey,TUR,1984,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.771640002727509
Turkey,TUR,1982,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.749650001525879
Turkey,TUR,1979,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.716350018978119
Turkey,TUR,1978,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.706789970397949
Turkey,TUR,1977,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.705839991569519
Turkey,TUR,1976,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.703939974308014
Turkey,TUR,1974,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.685620009899139
Turkey,TUR,1973,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.667770028114319
Turkey,TUR,1972,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.649739980697632
Turkey,TUR,1971,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.637419998645782
Turkey,TUR,2018,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.975910007953644
Turkey,TUR,2017,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.952920019626617
Turkey,TUR,2016,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.976059973239899
Turkey,TUR,2015,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.973969995975494
Turkey,TUR,2014,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.973060011863709
Turkey,TUR,2013,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.968400001525879
Turkey,TUR,2012,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.948099970817566
Turkey,TUR,2011,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.917890012264252
Turkey,TUR,2010,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.915840029716492
Turkey,TUR,2009,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.911480009555817
Turkey,TUR,2008,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.882539987564087
Turkey,TUR,2007,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.851040005683899
Turkey,TUR,2006,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.839659988880157
Turkey,TUR,2005,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.830959975719452
Turkey,TUR,2004,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.770489990711212
Turkey,TUR,2003,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.725989997386932
Turkey,TUR,2002,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.722469985485077
Turkey,TUR,2001,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.724300026893616
Turkey,TUR,2000,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.723209977149963
Turkey,TUR,1999,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.680490016937256
Turkey,TUR,1997,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.676050007343292
Turkey,TUR,1995,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.648599982261658
Turkey,TUR,1994,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.654619991779327
Turkey,TUR,1993,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.632089972496033
Turkey,TUR,1992,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.618730008602142
Turkey,TUR,1991,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.603100001811981
Turkey,TUR,1990,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.589579999446869
Turkey,TUR,1989,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.575630009174347
Turkey,TUR,1988,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.561630010604858
Turkey,TUR,1987,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.551090002059937
Turkey,TUR,1986,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.543609976768494
Turkey,TUR,1984,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.542800009250641
Turkey,TUR,1983,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.536750018596649
Turkey,TUR,1982,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.525269985198975
Turkey,TUR,1980,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.482450008392334
Turkey,TUR,1979,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.475470006465912
Turkey,TUR,1978,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.457749992609024
Turkey,TUR,1977,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.455819994211197
Turkey,TUR,1976,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.452089995145798
Turkey,TUR,1974,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.426620006561279
Turkey,TUR,1973,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.40718001127243
Turkey,TUR,1972,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.390819996595383
Turkey,TUR,1971,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.384739995002747
Turkey,TUR,2018,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.898270010948181
Turkey,TUR,2017,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.879809975624084
Turkey,TUR,2016,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.872049987316132
Turkey,TUR,2015,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.873369991779327
Turkey,TUR,2014,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.867370009422302
Turkey,TUR,2013,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.85794997215271
Turkey,TUR,2012,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.851490020751953
Turkey,TUR,2011,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.84060001373291
Turkey,TUR,2010,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.813570022583008
Turkey,TUR,2009,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.786289989948273
Turkey,TUR,2008,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.770799994468689
Turkey,TUR,2007,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.754190027713776
Turkey,TUR,2006,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.746519982814789
Turkey,TUR,2005,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.730849981307983
Turkey,TUR,2004,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.715719997882843
Turkey,TUR,2003,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.740360021591187
Turkey,TUR,2002,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.713370025157928
Turkey,TUR,2001,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.695940017700195
Turkey,TUR,1999,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.66074001789093
Turkey,TUR,1998,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.656239986419678
Turkey,TUR,1997,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.542890012264252
Turkey,TUR,1995,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.617680013179779
Turkey,TUR,1994,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.592530012130737
Turkey,TUR,1993,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.526019990444183
Turkey,TUR,1992,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.513670027256012
Turkey,TUR,1991,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.503939986228943
Turkey,TUR,1990,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.502900004386902
Turkey,TUR,1989,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.504559993743896
Turkey,TUR,1988,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.498600006103516
Turkey,TUR,1987,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.500339984893799
Turkey,TUR,1986,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.475510001182556
Turkey,TUR,1985,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.455559998750687
Turkey,TUR,1984,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.502600014209747
Turkey,TUR,1983,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.425830006599426
Turkey,TUR,1982,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.343769997358322
Turkey,TUR,1980,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.30171000957489
Turkey,TUR,1979,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.288560003042221
Turkey,TUR,1978,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.255510002374649
Turkey,TUR,1977,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.214969992637634
Turkey,TUR,1976,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.180969998240471
Turkey,TUR,1975,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.199540004134178
Turkey,TUR,1974,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.236650004982948
Turkey,TUR,1973,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.225850000977516
Turkey,TUR,1972,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.227129995822906
Turkey,TUR,1971,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.22597000002861
Turkey,TUR,2020,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,17.3174872665535
Turkey,TUR,2019,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,17.4496644295302
Turkey,TUR,2018,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,17.4496644295302
Turkey,TUR,2017,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,14.5719489981785
Turkey,TUR,2016,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,14.9090909090909
Turkey,TUR,2015,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,14.9090909090909
Turkey,TUR,2014,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,14.4160583941606
Turkey,TUR,2013,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,14.4160583941606
Turkey,TUR,2012,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,14.1818181818182
Turkey,TUR,2011,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,14.1818181818182
Turkey,TUR,2010,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,9.10746812386157
Turkey,TUR,2009,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,9.10746812386157
Turkey,TUR,2008,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,9.10746812386157
Turkey,TUR,2007,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,9.10746812386157
Turkey,TUR,2006,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,4.36363636363636
Turkey,TUR,2005,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,4.36363636363636
Turkey,TUR,2004,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,4.36363636363636
Turkey,TUR,2003,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,4.36363636363636
Turkey,TUR,2001,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,4.18181818181818
Turkey,TUR,2000,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,4.18181818181818
Turkey,TUR,1999,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,4.18181818181818
Turkey,TUR,1998,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,2.36363636363636
Turkey,TUR,1997,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,2.36363636363636
Turkey,TUR,2019,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,31.8299999237061
Turkey,TUR,2018,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,33.2399997711182
Turkey,TUR,2017,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,35.0399990081787
Turkey,TUR,2016,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,34.9400005340576
Turkey,TUR,2015,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,36.7299995422363
